,sample_id,rock_name,qap_name,major_id,method_id,sio2,tio2,al2o3,fe2o3,mgo,cao,mno,k2o,na2o,p2o5,rock_type
760,5122,bt granite,monzogranite,606324,5254,76.07,0.1,12.78,0.59,0.11,1.06,0.06,4.45,3.19,0.02,granite
761,5124,intermediate-grained porphyrituc bt granite,monzogranite,567316,5254,72.88,0.15,14.56,0.08,0.15,1.38,0.04,5.36,3.49,0.03,granite
762,5140,intermediate-grained bt granite,monzogranite,583166,5254,74.04,0.11,13.59,0.22,0.1,0.9,0.04,5.77,3.25,0.02,granite
763,5141,coarse-grained bt granite,monzogranite,611874,5254,76.68,0.12,12.54,0.35,-0.05,1.14,0.02,4.92,2.97,0.02,granite
764,5142,porphyritic bt granite,monzogranite,563979,5254,72.61,0.17,13.91,0.45,0.22,1.41,0.07,4.14,3.76,0.05,granite
765,5143,coarse-grained bt granite,monzogranite,618906,5254,77.76,0.07,12.8,0.14,-0.05,0.46,0.03,4.26,4.13,0.01,granite
766,5146,intermediate-grained bt granite,monzogranite,598932,5254,75.34,0.11,13.42,0.41,0.11,1.07,0.04,4.95,3.46,0.03,granite
767,5147,intermediate-grained bt granite,monzogranite,611825,5254,76.67,0.09,12.9,0.62,0.08,0.88,0.05,4.24,3.51,0.02,granite
768,5148,coarse-grained bt granite,monzogranite,607596,5254,76.2,0.09,13.13,0.36,0.06,0.53,0.05,4.71,3.21,0.03,granite
774,5186,bt granite,monzogranite,611829,5254,76.67,0.1,12.97,1.01,0.09,0.91,0.07,4.65,3.22,0.02,granite
775,5187,bt granite,monzogranite,617629,5254,77.49,0.05,11.72,0.55,0.1,0.7,0.06,4.64,2.76,0.01,granite
776,5188,bt granite,monzogranite,613228,5254,76.83,0.08,12.56,0.5,0.11,0.92,0.07,4.3,3.12,0.02,granite
777,5189,bt granite,monzogranite,615706,5254,77.16,0.04,12.42,0.69,0.06,0.56,0.07,4.54,3.21,0.01,granite
778,5190,bt granite,monzogranite,618073,5254,77.56,0.08,12.72,0.36,0.09,1.01,0.06,4.18,3.2,0.02,granite
779,5191,bt granite,monzogranite,621656,5254,78.73,0.06,11.89,0.46,0.06,0.72,0.05,4.37,2.69,0.01,granite
780,5192,bt granite,monzogranite,610215,5254,76.49,0.08,12.9,0.76,0.13,0.56,0.07,4.65,2.64,0.01,granite
781,5193,bt granite,monzogranite,581907,5254,73.95,0.18,13.64,0.76,0.26,1.83,0.06,4.11,3.1,0.04,granite
782,5194,bt granite,monzogranite,600090,5254,75.45,0.11,12.95,0.56,0.14,1.11,0.06,4.76,2.9,0.03,granite
783,5195,bt granite,monzogranite,615711,5254,77.16,0.07,12.06,0.57,0.06,0.74,0.05,4.76,2.89,0.04,granite
784,5196,bt granite,monzogranite,616328,5254,77.25,0.07,12.09,0.34,0.09,0.78,0.05,4.64,2.73,0.01,granite
785,5197,granite porphyry,monzogranite,603374,5254,75.77,0.16,13.0,0.91,0.27,1.44,0.04,4.31,2.54,0.03,granite
786,5198,granite porphyry,monzogranite,608029,5254,76.23,0.08,12.0,0.49,0.12,0.91,0.07,4.37,2.82,0.02,granite
789,5205,intermediate-granined porphyritic granite,monzogranite,563979,5254,72.61,0.17,13.91,0.45,0.22,1.41,0.07,4.14,3.76,0.05,granite
791,5208,granite porphyry,monzogranite,601359,5254,75.58,0.12,12.65,0.63,0.14,1.39,0.02,4.74,2.48,0.02,granite
792,5290,px gabbro,diorite,107029,5254,47.028,0.211,25.437,5.294,5.9,14.6,0.111,0.3,0.9,0.0,diorite
794,5311,fine-grained hbl gabbro,diorite,72001,5254,45.091,1.847,19.514,14.202,6.021,11.286,0.192,0.384,1.515,0.301,diorite
795,5312,fine-grained hbl gabbro,diorite,64968,5254,44.558,2.181,19.093,14.504,6.526,11.542,0.187,0.315,1.563,0.292,diorite
796,5316,hb gabbro,diorite,95906,5254,46.505,0.207,26.198,4.806,5.2,15.4,0.094,0.3,0.8,0.0,diorite
797,5320,crd-bt granite_core,monzogranite,146146,5394,48.4,0.03,27.76,8.09,5.28,4.06,0.59,1.91,1.75,2.78,granite
798,5322,crd-bt granite_all,monzogranite,171034,5394,49.08,0.06,27.51,8.07,5.24,3.7,0.56,1.82,1.6,2.58,granite
799,5324,intermediate-grained bt granite,monzogranite,619887,5254,78.01,0.07,11.8,0.6,0.08,0.26,0.05,4.68,2.83,0.01,granite
800,5325,intermediate-grained bt granite,monzogranite,621679,5254,78.75,0.06,12.63,0.47,0.04,0.35,0.03,4.92,3.06,0.01,granite
801,5326,intermediate-grained bt granite,monzogranite,619032,5254,77.8,0.08,12.17,0.58,0.1,0.38,0.05,4.59,2.79,0.02,granite
802,5327,intermediate-grained bt granite,monzogranite,614443,5254,77.0,0.07,11.6,0.75,0.02,0.68,0.06,4.65,2.8,0.02,granite
803,5328,intermediate-grained bt granite,monzogranite,621535,5254,78.7,0.06,11.95,0.78,0.04,0.32,0.04,4.42,3.16,0.0,granite
804,5329,intermediate-grained bt granite,monzogranite,613275,5254,76.84,0.08,13.76,0.85,0.06,0.47,0.05,4.97,2.55,0.02,granite
805,5330,intermediate-grained bt granite,monzogranite,621453,5254,78.64,0.06,12.58,0.51,0.06,0.44,0.06,4.81,3.05,0.01,granite
806,5331,coarse-grained bt granite,monzogranite,619035,5254,77.8,0.08,12.23,0.47,0.07,0.83,0.08,4.49,3.3,0.02,granite
807,5332,coarse-grained bt granite,monzogranite,623426,5254,79.85,0.05,12.09,0.65,0.06,0.51,0.03,4.95,2.54,1.0,granite
808,5333,coarse-grained bt granite,monzogranite,610929,5254,76.56,0.1,12.76,0.42,0.12,0.91,0.05,4.75,3.17,0.01,granite
809,5334,fine-grained porphyritic granite,monzogranite,609163,5254,76.36,0.12,12.18,0.73,0.15,1.05,0.02,4.7,2.53,0.03,granite
810,5335,fine-grained porphyritic granite,monzogranite,620601,5254,78.29,0.06,12.11,0.41,0.09,0.82,0.06,4.46,3.33,0.01,granite
811,5336,fine-grained porphyritic granite,monzogranite,618068,5254,77.56,0.05,12.2,0.39,0.01,0.48,0.01,4.86,3.08,0.01,granite
812,5524,dolerite,diorite,166955,5416,48.97,1.3,15.93,2.37,7.6,11.39,0.15,0.18,2.75,0.13,diorite
813,5530,dolerite,diorite,194102,5416,49.65,1.84,15.78,2.64,5.94,10.0,0.13,0.52,3.35,0.23,diorite
814,5531,dolerite,diorite,184201,5416,49.4,1.55,15.98,2.11,7.92,9.09,0.13,0.52,2.76,0.17,diorite
815,5535,ol-pl basalt,diorite,107695,5416,47.07,1.25,16.78,2.44,7.54,11.4,0.14,0.08,2.34,0.11,diorite
816,5543,aphyric basalt,diorite,123405,5416,47.66,1.41,16.13,3.43,7.58,11.39,0.17,0.19,2.27,0.13,diorite
817,5547,aphyric basalt,diorite,237375,5416,50.59,1.7,15.68,2.58,6.93,10.0,0.12,0.47,3.13,0.19,diorite
818,5549,dolerite,diorite,146109,5416,48.39,2.95,13.63,4.4,6.61,7.2,0.25,0.38,3.51,0.31,diorite
829,5693,granite,monzogranite,547432,5254,71.37,0.37,14.21,1.3,1.01,1.89,0.06,3.65,3.51,0.05,granite
830,5694,granite,monzogranite,549882,5379,71.55,0.35,14.19,1.48,0.81,1.59,0.04,4.17,3.21,0.04,granite
831,5696,aplitic granite,monzogranite,590317,5379,74.6,0.22,12.87,0.96,0.44,1.09,0.03,4.27,3.17,0.03,granite
832,5697,aplitic granite,monzogranite,617533,5254,77.46,0.08,12.53,0.45,0.04,0.18,0.01,4.59,3.55,0.0,granite
833,5698,aplitic granite,monzogranite,618528,5254,77.67,0.07,12.39,0.49,0.08,0.11,0.01,4.6,3.51,0.01,granite
834,5707,greenstome,diorite,304396,5254,52.7,1.19,15.58,10.14,9.23,6.77,0.19,0.05,4.05,0.08,diorite
853,5923,hbl-bt greanite,monzogranite,571245,5254,73.15,0.2,13.78,2.22,0.27,1.8,0.03,4.38,3.24,0.04,granite
854,5924,hbl-bt greanite,monzogranite,597776,5254,75.24,0.13,12.86,1.87,0.15,1.4,0.03,4.67,3.07,0.03,granite
855,5925,bt granite,monzogranite,606079,5254,76.03,0.11,12.61,1.49,0.13,0.88,0.02,4.71,3.21,0.02,granite
856,5926,bt granite,monzogranite,603228,5254,75.75,0.11,12.95,1.44,0.15,0.93,0.02,4.91,3.2,0.02,granite
857,5930,bt-bearing aplite,monzogranite,614205,5254,76.96,0.04,12.4,0.53,0.06,0.76,0.01,5.85,2.72,0.01,granite
860,5943,mus-bearing bt granodiorite,monzogranite,572621,5254,73.25,0.28,13.91,0.09,0.63,1.69,0.06,4.9,2.84,0.08,granite
865,5984,ol-px-hbl gabbronorite,diorite,107049,5380,47.03,0.6,25.69,0.65,4.32,14.64,0.08,0.23,1.23,0.09,diorite
866,5985,px-hbl gabbronorite,diorite,94350,5380,46.44,0.9,24.7,0.86,3.76,13.86,0.13,0.15,1.41,0.38,diorite
868,5989,qz diorite,diorite,100464,5380,46.74,0.31,23.75,1.07,6.35,14.86,0.1,0.09,1.07,0.04,diorite
870,6058,coarse hbl-px gabbro,diorite,181358,5380,49.33,0.78,18.1,0.11,7.96,10.21,0.2,0.59,2.14,0.08,diorite
872,6073,grt-bearing bt granite,monzogranite,557511,5380,72.12,0.2,14.18,0.22,0.66,1.5,0.06,4.4,2.97,0.09,granite
873,6074,aprite,monzogranite,595302,5380,75.01,0.1,13.23,0.17,0.16,0.71,0.02,6.41,2.74,0.07,granite
874,6075,aprite,monzogranite,604976,5380,75.91,0.06,13.11,0.1,0.15,0.3,0.01,5.99,3.35,0.18,granite
875,6083,alkali granite,monzogranite,600892,5235,75.51,0.0,12.34,0.84,0.34,0.34,0.02,4.32,4.46,0.01,granite
876,6086,coarse-graied granite,monzogranite,557450,5235,72.11,0.28,13.77,0.14,0.41,1.06,0.06,5.51,4.12,0.06,granite
877,6087,coarse-graied granite,monzogranite,600134,5235,75.45,0.23,12.51,0.8,0.12,1.12,0.01,5.02,3.05,0.05,granite
878,6089,syenite porphyry,monzogranite,541001,5235,70.88,0.33,11.85,1.98,0.14,0.55,0.23,5.12,6.75,0.11,granite
879,6154,bt-opx granodiorite,monzogranite,525693,5390,69.63,0.77,14.66,0.99,1.39,1.86,0.08,3.4,2.58,0.16,granite
880,6155,bt-opx granodiorite,monzogranite,531212,5254,70.09,0.72,14.67,0.68,1.3,2.2,0.07,3.52,2.89,0.14,granite
881,6156,bt-opx granodiorite,monzogranite,532421,5390,70.19,0.76,14.65,0.95,1.33,2.16,0.08,3.38,2.75,0.14,granite
882,6157,bt-opx granodiorite,monzogranite,530292,5254,70.0,0.73,14.79,0.71,1.33,2.32,0.08,3.32,2.95,0.14,granite
883,6159,bt-opx granodiorite porphyry,monzogranite,522373,5390,69.36,0.83,14.92,0.85,1.51,2.45,0.09,3.25,2.86,0.16,granite
884,6163,bt-opx granodiorite porphyry,monzogranite,525944,5254,69.67,0.76,14.83,0.09,1.52,2.19,0.08,3.22,2.81,0.14,granite
885,6164,bt-opx granodiorite porphyry,monzogranite,531214,5390,70.09,0.73,14.8,0.55,1.48,2.12,0.08,3.27,2.81,0.14,granite
886,6165,bt granite,monzogranite,610792,5390,76.53,0.16,13.26,0.33,0.17,0.86,0.04,4.28,3.15,0.07,granite
887,6166,bt granite,monzogranite,588361,5390,74.45,0.26,13.75,0.43,0.3,1.32,0.05,3.96,3.59,0.06,granite
888,6167,bt granite,monzogranite,575384,5390,73.47,0.26,13.77,0.37,0.29,1.46,0.05,4.02,3.41,0.06,granite
889,6168,bt granite,monzogranite,587067,5254,74.35,0.21,13.38,0.29,0.24,1.2,0.05,4.21,3.34,0.05,granite
891,6170,bt granite,monzogranite,583027,5390,74.02,0.25,13.95,0.33,0.29,1.48,0.06,3.83,3.56,0.06,granite
892,6171,bt granite,monzogranite,613438,5390,76.87,0.15,13.39,0.46,0.15,0.89,0.03,4.34,3.35,0.04,granite
893,6172,bt granite,monzogranite,603117,5254,75.73,0.16,13.45,0.46,0.14,0.94,0.04,4.37,3.29,0.04,granite
894,6173,bt granite,monzogranite,603319,5390,75.76,0.19,13.57,0.39,0.21,1.04,0.04,4.32,3.43,0.06,granite
895,6174,bt granite,monzogranite,608679,5390,76.3,0.15,13.38,0.44,0.16,0.91,0.03,4.5,3.24,0.04,granite
896,6175,bt granite,monzogranite,592077,5390,74.76,0.23,13.87,0.32,0.25,1.36,0.06,3.93,3.59,0.04,granite
897,6176,bt granite,monzogranite,580774,5390,73.87,0.27,13.76,0.47,0.29,1.54,0.06,3.86,3.45,0.05,granite
901,6183,coarse-grained bt granite,monzogranite,544444,2245,71.12,0.29,14.4,0.67,0.8,2.28,0.08,4.05,3.16,0.09,granite
902,6184,coarse-grained bt granite,monzogranite,547560,2245,71.39,0.28,14.54,0.67,0.76,1.96,0.07,4.54,3.03,0.09,granite
903,6185,coarse-grained bt granite,monzogranite,553660,2245,71.85,0.26,13.99,0.81,0.68,1.96,0.06,4.41,3.04,0.08,granite
906,6188,coarse-grained bt granite,monzogranite,598847,2245,75.33,0.1,12.86,0.35,0.22,1.28,0.03,4.21,3.27,0.02,granite
908,6191,coarse-grained bt granite,monzogranite,585898,2245,74.26,0.11,13.19,0.65,0.3,1.0,0.07,4.36,3.34,0.03,granite
910,6193,coarse-grained bt granite,monzogranite,535524,2245,70.42,0.32,13.81,1.29,1.0,2.0,0.09,3.97,3.26,0.1,granite
911,6194,coarse-grained bt granite,monzogranite,552064,2245,71.71,0.24,13.67,1.09,0.79,1.81,0.08,4.37,3.17,0.08,granite
912,6195,medium-grained hbl-bt granite,monzogranite,487086,2245,66.23,0.54,15.6,1.1,1.98,3.5,0.1,3.83,3.0,0.18,granite
914,6197,medium-grained hbl-bt granite,monzogranite,518946,2245,69.08,0.39,14.9,0.63,1.55,3.0,0.07,4.14,2.92,0.12,granite
917,6201,coarse-grained bt granite,monzogranite,550112,5254,71.58,0.23,14.61,0.96,0.75,1.82,0.07,3.99,3.48,0.09,granite
918,6202,coarse-grained bt granite,monzogranite,531363,5254,70.1,0.28,14.54,1.1,1.04,1.68,0.07,4.22,3.28,0.11,granite
919,6203,coarse-grained bt granite,monzogranite,544434,5254,71.12,0.24,14.14,0.55,0.93,1.17,0.05,4.93,3.07,0.08,granite
923,6207,coarse-grained bt granite,monzogranite,590207,2245,74.6,0.16,13.94,0.69,0.34,1.11,0.03,5.12,3.27,0.03,granite
924,6208,coarse-grained bt granite,monzogranite,580279,5254,73.81,0.18,13.34,0.59,0.3,1.09,0.04,4.76,3.26,0.04,granite
927,6211,coarse-grained bt granite,monzogranite,533471,5254,70.27,0.35,14.23,0.72,1.11,2.41,0.08,3.64,3.27,0.11,granite
930,6214,coarse-grained bt granite,monzogranite,573763,5254,73.33,0.19,13.68,0.6,0.7,1.43,0.04,4.18,3.09,0.06,granite
952,6731,gabbro,diorite,309202,5240,52.93,0.92,16.24,2.51,6.32,3.65,0.22,0.31,4.84,0.09,diorite
953,6732,gabbro,diorite,201670,5240,49.82,0.87,15.95,2.03,8.88,7.86,0.18,0.2,2.99,0.09,diorite
961,6830,anorthosite,diorite,94986,5254,46.49,0.11,26.52,1.46,4.09,16.03,0.09,0.02,0.83,0.02,diorite
962,6832,gabbro,diorite,125536,5078,47.72,0.06,19.98,1.1,9.45,15.27,0.13,0.004,0.42,0.01,diorite
963,6834,gabbro,diorite,131604,5254,47.92,0.06,20.08,1.56,9.47,15.41,0.13,0.004,0.42,0.01,diorite
964,6835,gabbro,diorite,107795,5254,47.08,0.2,18.02,3.92,9.44,13.61,0.21,0.006,0.76,0.007,diorite
965,6990,gabbro,diorite,132092,5373,47.94,1.55,20.31,6.34,4.0,10.24,0.1,0.37,3.16,0.31,diorite
970,7949,granite,monzogranite,605783,5201,76.0,0.2,12.9,0.3,0.4,1.0,0.04,4.4,3.8,0.02,granite
973,8457,granite  biotite,monzogranite,577609,5228,73.61,0.22,13.77,0.78,0.58,0.47,0.03,5.81,3.55,0.1,granite
974,9612,not given,monzogranite,473416,4242,65.0,0.44,13.7,0.41,4.67,4.28,0.1,3.22,1.6,0.1,granite
975,9768,diorite,diorite,328472,4421,53.98,0.74,17.12,3.06,5.47,11.12,0.09,0.58,4.17,0.22,diorite
977,9945,granodiorite  two-mica,monzogranite,540636,608,70.83,0.31,15.59,2.46,0.91,1.76,0.07,3.4,3.06,0.23,granite
978,9946,granodiorite  two-mica,monzogranite,571494,600,73.18,0.21,14.08,1.91,0.51,1.66,0.09,4.39,3.08,0.07,granite
979,9947,granodiorite  two-mica,monzogranite,570080,587,73.07,0.28,14.28,2.35,0.57,1.9,0.09,3.45,3.25,0.11,granite
980,9948,granodiorite  two-mica,monzogranite,560657,608,72.39,0.28,15.35,2.04,0.39,1.68,0.09,3.56,3.21,0.12,granite
981,9950,granodiorite  two-mica,monzogranite,538274,585,70.65,0.3,15.57,2.36,0.64,2.12,0.09,3.98,3.44,0.16,granite
982,9951,granodiorite  two-mica,monzogranite,509906,585,68.3,0.27,17.3,2.45,0.61,1.87,0.09,4.64,3.63,0.18,granite
983,9954,granodiorite  two-mica,monzogranite,560176,585,72.33,0.27,15.07,2.12,0.51,1.66,0.09,3.84,3.34,0.17,granite
984,10160,not given,diorite,131612,5240,47.92,0.46,22.08,2.42,5.67,11.56,0.12,0.87,1.73,0.13,diorite
985,10177,not given,diorite,211878,5240,50.06,0.53,16.9,5.61,8.52,10.4,0.31,0.68,2.31,0.14,diorite
986,10178,not given,diorite,137703,5240,48.11,0.83,22.07,5.44,4.54,11.55,0.18,0.63,2.0,0.41,diorite
1004,13746,granodiorite  biotite,monzogranite,486367,5149,66.18,0.72,15.47,5.37,1.43,2.09,0.09,3.82,2.74,0.21,granite
1005,13747,granite  biotite,monzogranite,517074,4405,68.9,0.54,14.85,4.13,0.93,1.63,0.07,4.18,3.18,0.2,granite
1006,13748,granite  biotite,monzogranite,565649,4409,72.74,0.2,13.66,2.26,0.29,0.85,0.05,4.64,4.16,0.18,granite
1007,13751,granodiorite  biotite,monzogranite,476222,5149,65.22,0.79,15.57,5.87,1.66,2.26,0.09,3.19,2.81,0.23,granite
1008,13752,granodiorite  biotite,monzogranite,473176,5149,64.97,0.82,15.83,6.24,1.77,2.1,0.09,3.28,2.86,0.23,granite
1009,13753,granodiorite  biotite,monzogranite,484865,5149,66.01,0.79,15.64,5.87,1.63,2.1,0.1,3.54,2.58,0.22,granite
1010,13761,granite  biotite,monzogranite,572532,4409,73.24,0.24,13.87,2.24,0.45,1.27,0.04,4.01,4.13,0.08,granite
1011,13762,granite  biotite,monzogranite,592278,5149,74.79,0.21,13.34,1.84,0.38,0.73,0.04,4.42,3.95,0.09,granite
1012,13763,granite  biotite,monzogranite,573708,5149,73.32,0.24,13.72,2.27,0.41,1.13,0.04,4.01,4.27,0.08,granite
1013,13764,granite,monzogranite,605104,4409,75.94,0.08,12.87,1.42,0.02,0.51,0.04,4.72,3.84,0.07,granite
1014,13765,granodiorite  biotite,monzogranite,589519,5149,74.54,0.18,13.49,2.15,0.16,1.16,0.05,4.0,4.13,0.08,granite
1015,13766,granodiorite  biotite,monzogranite,507165,4409,68.03,0.63,15.36,4.38,1.46,2.69,0.07,3.95,3.54,0.13,granite
1025,15403,gabbro,diorite,151747,5057,48.54,0.78,20.16,4.67,4.31,11.64,0.16,0.45,2.49,0.06,diorite
1026,15915,gabbro,diorite,213414,5201,50.1,0.69,16.43,5.08,6.49,8.21,0.14,0.48,3.79,0.1,diorite
1032,16433,monzonite  quartz,monzogranite,593898,5201,74.9,0.23,13.1,0.9,0.38,0.56,0.02,5.7,3.4,0.03,granite
1035,16891,monzogranite,monzogranite,522967,3917,69.4,0.52,14.4,1.07,1.38,2.08,0.06,4.8,4.06,0.23,granite
1036,16900,leucomonzogranite,monzogranite,549241,3917,71.5,0.31,13.7,0.67,0.84,1.29,0.06,4.38,4.18,0.13,granite
1037,16901,leucomonzogranite,monzogranite,570679,3917,73.1,0.28,13.3,0.68,0.55,1.17,0.04,5.27,3.94,0.1,granite
1071,17007,granite,monzogranite,573951,4421,73.35,0.27,14.15,0.86,0.43,1.55,0.05,4.82,3.04,0.19,granite
1072,17010,granite,monzogranite,566795,5240,72.81,0.24,14.52,0.92,0.38,1.89,0.07,3.92,3.5,0.08,granite
1073,17011,granite,monzogranite,560169,5240,72.33,0.25,14.68,1.13,0.37,2.03,0.08,3.95,3.43,0.08,granite
1074,17012,granite,monzogranite,559720,4421,72.3,0.27,14.54,0.82,0.51,1.95,0.08,3.68,3.46,0.12,granite
1075,17013,granite,monzogranite,546066,5240,71.26,0.3,15.03,1.55,0.48,1.98,0.09,4.09,3.52,0.1,granite
1076,17014,granite,monzogranite,537257,4421,70.58,0.42,14.91,0.71,0.85,2.42,0.06,3.98,3.1,0.09,granite
1077,17017,granite,monzogranite,572616,4421,73.25,0.25,14.19,0.69,0.38,1.61,0.05,4.61,3.16,0.05,granite
1078,17018,granite,monzogranite,540995,4421,70.88,0.28,15.96,0.94,0.48,2.14,0.06,4.25,3.11,0.05,granite
1079,17020,granite,monzogranite,561991,4421,72.49,0.28,14.41,1.08,0.48,2.11,0.08,3.73,3.4,0.09,granite
1080,17021,granite,monzogranite,586126,4421,74.29,0.21,13.56,0.81,0.43,1.46,0.06,4.26,3.1,0.03,granite
1081,17022,granite,monzogranite,600272,4421,75.48,0.16,13.47,0.53,0.2,1.02,0.03,5.27,2.65,0.03,granite
1082,17023,granite,monzogranite,596933,4421,75.18,0.13,13.33,0.43,0.2,0.89,0.05,5.36,3.02,0.05,granite
1083,17025,granite,monzogranite,566967,5240,72.83,0.26,14.23,1.18,0.52,1.83,0.05,4.42,3.01,0.05,granite
1084,17027,granite,monzogranite,547210,4421,71.34,0.4,14.55,1.14,0.61,2.11,0.06,4.14,3.11,0.11,granite
1085,17028,granite,monzogranite,581998,4421,73.96,0.22,14.29,0.95,0.3,1.36,0.04,4.79,3.21,0.05,granite
1086,17030,granite,monzogranite,524131,4421,69.5,0.47,15.23,0.85,0.91,2.72,0.06,3.91,3.18,0.14,granite
1092,17433,not given,monzogranite,516045,4857,68.8,0.98,15.2,0.94,0.4,0.84,0.05,4.58,5.17,0.06,granite
1095,17863,monzogranite  amphibole-biotite,monzogranite,543920,2567,71.1,0.28,14.6,1.29,0.57,1.7,0.03,4.9,3.9,0.05,granite
1096,17865,syenite  quartz  amphibole-biotite,monzogranite,533767,2567,70.3,0.26,14.8,0.84,0.21,1.1,0.08,5.6,4.4,0.04,granite
1097,17866,not given,monzogranite,606566,2567,76.1,0.07,13.0,0.77,0.09,0.5,0.05,4.6,4.4,0.0,granite
1098,17867,not given,monzogranite,592666,2567,74.8,0.21,13.5,1.14,0.14,0.4,0.04,5.3,4.2,0.03,granite
1099,17868,not given,monzogranite,611268,2567,76.6,0.11,12.5,1.18,0.09,0.33,0.02,4.9,3.6,0.0,granite
1100,17888,leucomonzogranite  biotite,monzogranite,581025,2567,73.9,0.08,14.0,0.49,0.12,0.61,0.03,4.6,4.6,0.01,granite
1101,17889,leucomonzogranite  biotite,monzogranite,562387,2567,72.5,0.27,14.7,1.23,0.33,0.99,0.06,4.8,4.3,0.06,granite
1102,17890,leucomonzogranite  biotite,monzogranite,571995,2567,73.2,0.24,14.3,1.03,0.28,0.91,0.05,5.1,4.4,0.05,granite
1103,17891,leucomonzogranite  biotite,monzogranite,585167,2567,74.2,0.19,14.1,0.94,0.09,0.54,0.05,5.0,4.1,0.02,granite
1104,17892,monzogranite  amphibole-biotite,monzogranite,516847,2567,68.9,0.37,15.3,1.71,0.83,2.0,0.07,4.3,4.0,0.11,granite
1105,17893,granite,monzogranite,513450,2567,68.6,0.41,15.2,1.59,1.1,2.3,0.05,4.5,4.2,0.14,granite
1106,17894,leucomonzogranite  biotite,monzogranite,596254,2567,75.1,0.19,13.5,1.0,0.11,0.65,0.04,5.0,4.1,0.02,granite
1107,17896,monzogranite  amphibole-biotite,monzogranite,508905,2567,68.2,0.39,16.1,2.5,1.3,2.4,0.04,4.5,4.2,0.13,granite
1108,17901,monzogranite  amphibole-biotite,monzogranite,550447,2567,71.6,0.26,14.7,1.37,0.46,1.4,0.05,4.9,4.0,0.08,granite
1181,26181,granite,monzogranite,603721,3213,75.8,0.14,14.0,1.0,0.24,0.69,0.03,4.98,3.36,0.08,granite
1182,26246,granite,monzogranite,526539,3213,69.7,0.51,15.4,2.6,0.83,1.9,0.04,4.47,3.77,0.15,granite
1183,26872,granodiorite,monzogranite,510291,2483,68.3,0.62,14.55,4.63,1.84,1.47,0.08,3.96,2.61,0.19,granite
1184,26874,monzogranite,monzogranite,533436,4156,70.26,0.56,14.36,3.73,1.19,1.32,0.05,4.65,2.81,0.2,granite
1185,26875,monzogranite,monzogranite,528227,2483,69.85,0.49,14.0,3.64,1.12,1.48,0.04,4.38,2.84,0.2,granite
1186,26876,monzogranite,monzogranite,501656,2483,67.57,0.52,15.31,3.64,1.2,1.65,0.07,4.76,3.22,0.2,granite
1187,26878,monzogranite,monzogranite,527940,2483,69.81,0.48,14.3,3.42,1.13,1.21,0.06,5.24,2.79,0.21,granite
1188,26879,monzogranite,monzogranite,524457,2483,69.52,0.56,14.19,4.08,1.35,1.57,0.07,4.1,2.75,0.21,granite
1189,26880,monzogranite,monzogranite,543333,2483,71.04,0.61,14.08,3.8,1.28,1.34,0.06,4.46,2.55,0.2,granite
1190,26881,monzogranite,monzogranite,580253,4156,73.81,0.06,14.76,0.58,0.27,0.39,0.01,5.44,3.61,0.2,granite
1191,26882,granodiorite,monzogranite,520801,2483,69.21,0.61,14.34,4.85,1.97,1.23,0.09,3.93,2.42,0.2,granite
1192,26883,granodiorite,monzogranite,512940,2483,68.55,0.61,15.21,4.72,1.87,1.26,0.07,4.1,2.72,0.19,granite
1193,26884,granodiorite,monzogranite,515265,2483,68.75,0.66,14.8,4.83,1.98,1.7,0.07,3.32,2.29,0.21,granite
1194,26885,granodiorite,monzogranite,503654,2483,67.73,0.67,15.17,5.04,2.19,1.75,0.07,3.36,2.77,0.19,granite
1195,26886,granodiorite,monzogranite,510921,4156,68.39,0.73,15.03,5.46,2.17,1.51,0.1,3.56,2.4,0.17,granite
1196,26887,granodiorite,monzogranite,504659,4156,67.81,0.72,15.36,5.45,2.3,2.05,0.07,2.97,2.48,0.16,granite
1197,26896,monzogranite,monzogranite,532256,2483,70.17,0.41,13.98,3.21,1.04,1.19,0.06,4.87,2.75,0.2,granite
1198,26897,granodiorite,monzogranite,511380,2483,68.4,0.64,15.02,4.8,1.97,1.52,0.09,3.7,2.69,0.19,granite
1247,28484,granite,monzogranite,606042,4425,76.02,0.21,12.67,1.82,0.37,0.74,0.03,4.71,3.08,0.05,granite
1248,28485,granite,monzogranite,516203,4425,68.83,0.39,15.32,3.17,0.73,1.8,0.04,4.74,3.68,0.1,granite
1249,28486,granite,monzogranite,618153,4425,77.59,0.05,12.68,0.52,0.08,0.65,0.01,4.64,3.68,0.02,granite
1250,28487,granite,monzogranite,579037,4425,73.72,0.32,13.39,2.93,0.62,0.85,0.04,3.87,3.05,0.16,granite
1251,28488,granite,monzogranite,604112,4425,75.83,0.05,13.61,0.67,0.08,0.21,0.0,4.6,3.64,0.2,granite
1252,28491,granite,monzogranite,561642,4425,72.44,0.48,13.93,3.21,0.74,1.47,0.04,3.85,3.08,0.16,granite
1253,28520,granite,monzogranite,604222,4425,75.85,0.07,13.39,0.52,0.04,0.57,0.01,4.89,4.03,0.06,granite
1254,28523,granite,monzogranite,600972,4425,75.52,0.16,13.31,0.99,0.11,0.49,0.03,6.14,2.57,0.15,granite
1255,28566,granite,monzogranite,603630,4425,75.8,0.1,12.29,0.97,0.09,0.63,0.01,5.6,2.87,0.02,granite
1256,28577,granite,monzogranite,591024,4425,74.68,0.1,12.6,1.1,0.24,1.41,0.01,5.42,2.54,0.02,granite
