,sample_id,rock_name,qap_name,major_id,method_id,sio2,tio2,al2o3,fe2o3,mgo,cao,mno,k2o,na2o,p2o5,rock_type
32338,852166,granite,monzogranite,509325,1,68.21,0.6,13.66,2.79,0.71,0.98,0.09,6.02,2.55,0.16,granite
32339,852167,granite,syenogranite,506088,1,67.96,0.52,13.97,1.83,1.31,0.48,0.06,6.72,2.05,0.14,granite
32340,852168,granite,monzogranite,507377,1,68.06,0.55,13.64,2.03,1.34,0.48,0.09,5.83,2.59,0.15,granite
32341,852176,granite,monzogranite,516553,1,68.88,0.54,13.28,1.62,0.77,1.7,0.04,5.96,1.77,0.15,granite
32342,852192,granite,monzogranite,603159,1,75.74,0.08,12.3,0.89,0.2,0.65,0.03,5.2,3.06,0.01,granite
32343,852215,gneiss,monzogranite,570362,1,73.1,0.14,14.06,1.28,0.17,0.71,0.01,5.66,3.25,0.11,granite
32344,852217,gneiss,monzogranite,583185,1,74.04,0.21,13.6,1.36,0.36,0.91,0.01,4.36,3.6,0.06,granite
32345,852219,gneiss,monzogranite,616902,1,77.34,0.05,12.32,0.4,0.01,0.08,-0.01,5.41,4.07,0.03,granite
32346,852248,granite,monzogranite,595496,1,75.03,0.23,13.71,1.1,0.26,0.41,0.01,4.9,3.99,0.11,granite
32347,852251,granite,monzogranite,555731,1,72.0,0.3,13.03,1.04,0.72,1.02,0.04,5.0,2.86,0.1,granite
32348,852252,granite,monzogranite,616172,1,77.21,0.05,11.64,0.78,0.14,0.39,0.01,5.52,2.67,0.01,granite
32353,852271,gneiss,monzogranite,577804,1,73.64,0.08,13.93,1.52,0.65,0.44,0.02,6.31,2.74,0.09,granite
32354,852337,granite,monzogranite,598123,1,75.29,0.08,12.24,0.48,0.3,0.64,0.01,5.61,2.9,-0.01,granite
32355,852345,granite,monzogranite,607423,1,76.19,0.05,12.14,0.98,0.27,0.49,0.01,5.54,2.69,0.01,granite
32356,852351,granite,syenogranite,604401,1,75.88,0.05,11.9,0.82,0.8,0.05,0.01,7.66,0.74,0.01,granite
32361,852577,granite,monzogranite,595443,1,75.03,0.08,14.11,0.37,0.12,1.2,0.02,4.67,3.7,0.01,granite
32362,852606,granite,monzogranite,609171,1,76.36,0.17,12.65,0.45,0.24,0.55,0.03,4.35,3.9,0.02,granite
32363,852607,granite,monzogranite,564620,1,72.68,0.34,13.51,1.08,0.77,1.96,0.08,3.65,3.61,0.06,granite
32364,852608,granite,monzogranite,584515,1,74.15,0.22,13.33,0.66,0.46,1.17,0.07,4.12,3.9,0.04,granite
32365,852609,tonalite,diorite,155697,1,48.66,0.72,20.55,4.22,5.11,10.24,0.19,0.21,2.83,0.25,diorite
32366,852611,granite,monzogranite,530721,1,70.03,0.34,14.23,1.13,0.56,1.82,0.07,4.03,3.66,0.06,granite
32367,852614,gabbro,diorite,114276,1,47.32,0.85,17.86,5.32,7.11,10.95,0.24,0.14,2.19,0.22,diorite
32368,852616,granite,monzogranite,608993,1,76.33,0.1,12.68,0.64,0.11,0.71,0.04,4.18,3.93,0.01,granite
32369,852637,dolerite,diorite,244654,1,50.73,1.52,15.22,4.34,5.77,10.44,0.13,0.4,3.62,0.2,diorite
32370,852641,granite,monzogranite,614890,1,77.03,0.08,12.52,0.7,0.06,0.64,0.03,4.21,3.96,-0.01,granite
32373,852649,granite,monzogranite,585760,1,74.24,0.22,13.61,0.84,0.4,1.91,0.05,3.67,3.65,0.05,granite
32374,852650,granite,monzogranite,585760,1,74.24,0.22,13.61,0.84,0.4,1.91,0.05,3.67,3.65,0.05,granite
32375,852662,granite,monzogranite,619570,1,77.93,0.09,12.11,0.51,0.12,0.56,0.04,4.2,3.52,0.01,granite
32376,852663,granite,monzogranite,619570,1,77.93,0.09,12.11,0.51,0.12,0.56,0.04,4.2,3.52,0.01,granite
32377,852686,rock,monzogranite,603241,1,75.75,0.17,12.83,0.51,0.31,1.21,0.05,4.3,3.28,0.02,granite
32378,852732,porphyry,monzogranite,591928,1,74.75,0.06,14.06,0.47,0.21,0.04,0.01,4.83,2.76,0.04,granite
32379,852733,granite,monzogranite,579528,1,73.79,0.06,14.28,0.11,0.2,0.64,0.02,5.95,3.15,0.18,granite
32380,852744,acid intrusive rock,monzogranite,557747,1,72.15,0.26,14.6,0.41,0.42,0.82,0.03,4.83,2.96,0.24,granite
32382,852751,acid intrusive rock,monzogranite,508425,1,68.15,0.54,14.35,1.45,1.59,2.7,0.06,4.07,3.04,0.27,granite
32385,852846,acid intrusive rock,monzogranite,565455,1,72.71,0.4,13.26,0.99,0.49,1.54,0.03,4.94,2.89,0.07,granite
32387,852935,pegmatite,monzogranite,587549,1,74.4,0.12,13.8,0.45,0.15,0.99,0.01,4.67,3.52,0.02,granite
32388,852937,monzogranite,monzogranite,581992,1,73.96,0.19,13.77,0.99,0.31,1.17,0.03,4.68,3.92,0.07,granite
32389,852938,granite,monzogranite,592130,1,74.77,0.14,13.57,0.51,0.19,0.72,0.03,4.72,3.9,0.04,granite
32390,852940,granite,monzogranite,519020,1,69.09,0.47,15.28,1.2,0.68,1.8,0.02,4.74,3.4,0.15,granite
32391,852942,granite,monzogranite,574114,1,73.37,0.28,13.16,0.91,0.47,1.59,0.03,3.85,3.62,0.08,granite
32392,852943,granite,monzogranite,530895,1,70.05,0.54,14.27,2.66,0.64,1.74,0.06,4.62,3.73,0.19,granite
32393,852945,granite,monzogranite,583325,1,74.06,0.11,14.0,0.48,0.17,1.06,0.02,5.57,3.52,0.02,granite
32394,852946,granite,monzogranite,577909,1,73.65,0.15,13.96,0.64,0.31,1.52,0.02,4.48,3.53,0.05,granite
32395,852947,granite,monzogranite,534535,1,70.35,0.57,13.74,1.37,0.66,1.75,0.06,4.5,3.63,0.19,granite
32396,852948,granite,monzogranite,598786,1,75.32,0.13,13.32,0.55,0.18,0.64,0.03,5.23,3.56,0.02,granite
32397,852949,granite,monzogranite,583267,1,74.05,0.22,13.48,0.73,0.29,1.0,0.03,5.18,3.52,0.05,granite
32398,852950,monzogranite,monzogranite,586110,1,74.29,0.14,13.4,0.59,0.23,1.29,0.02,4.66,3.56,0.04,granite
32399,852951,monzogranite,monzogranite,591215,1,74.7,0.08,13.65,0.21,0.12,0.98,0.02,5.19,3.87,0.02,granite
32400,852952,granite,monzogranite,555094,1,71.96,0.34,13.82,0.93,0.44,1.43,0.04,4.88,3.59,0.08,granite
32401,852953,granite,monzogranite,564672,1,72.69,0.2,14.31,0.93,0.37,1.13,0.02,5.68,3.28,0.07,granite
32402,852954,monzogranite,monzogranite,592910,1,74.81,0.15,13.34,0.43,0.19,0.84,0.03,5.2,3.35,0.03,granite
32403,852955,granite,monzogranite,577839,1,73.64,0.24,13.65,0.6,0.28,0.91,0.04,5.2,3.46,0.06,granite
32404,852956,granite,monzogranite,571247,1,73.15,0.2,14.06,0.54,0.28,1.14,0.04,4.92,3.68,0.05,granite
32405,852957,granite,monzogranite,574163,1,73.38,0.18,14.17,0.7,0.35,1.15,0.03,5.0,3.77,0.06,granite
32406,852958,granite,monzogranite,553845,1,71.87,0.34,14.12,1.14,0.41,1.3,0.05,5.07,3.74,0.1,granite
32407,852959,monzogranite,monzogranite,538015,1,70.61,0.41,14.73,1.32,0.55,1.54,0.02,4.82,3.91,0.13,granite
32408,852960,monzogranite,monzogranite,576351,1,73.52,0.13,13.97,0.66,0.35,1.38,0.02,4.04,4.02,0.05,granite
32409,852961,monzogranite,monzogranite,605962,1,76.01,0.06,13.53,0.02,0.11,0.89,0.01,4.91,3.45,0.02,granite
32410,852962,granite,monzogranite,553612,1,71.84,0.41,13.53,0.94,0.43,1.45,0.04,4.97,3.0,0.12,granite
32411,852963,monzogranite,monzogranite,579010,1,73.72,0.19,13.92,0.8,0.3,1.27,0.03,4.82,3.72,0.06,granite
32412,852964,dolerite,monzogranite,555228,1,71.98,0.29,13.77,0.8,0.58,1.71,0.03,4.32,3.7,0.08,granite
32413,852965,pegmatite,monzogranite,589283,1,74.51,0.08,14.12,0.21,0.07,1.2,0.01,4.03,3.93,0.01,granite
32414,852966,granite,monzogranite,544387,1,71.11,0.43,13.85,1.13,0.51,1.83,0.04,4.85,2.93,0.15,granite
32415,852970,porphyry,monzogranite,601153,1,75.55,0.09,13.26,-0.13,0.14,1.02,0.02,3.87,4.05,0.02,granite
32416,852971,granite,monzogranite,555316,1,71.99,0.32,13.52,0.97,0.3,1.18,0.03,5.51,2.87,0.07,granite
32417,852972,granite,monzogranite,547050,1,71.32,0.51,13.17,1.43,0.57,1.74,0.06,4.14,3.04,0.17,granite
32418,852973,granite,monzogranite,553764,1,71.86,0.34,14.15,0.94,0.38,1.06,0.05,5.47,3.66,0.09,granite
32419,852974,monzogranite,monzogranite,602528,1,75.7,0.08,12.8,0.14,0.19,1.12,0.01,4.3,3.63,0.04,granite
32420,852975,granite,monzogranite,559370,1,72.29,0.28,13.35,1.04,0.28,1.05,0.03,5.65,2.77,0.07,granite
32421,852976,porphyry,monzogranite,601230,1,75.56,0.1,13.22,-0.21,0.16,0.74,0.01,4.64,3.64,0.02,granite
32422,852978,granite,monzogranite,596973,1,75.19,0.13,13.42,0.52,0.09,0.87,0.02,4.25,3.52,0.02,granite
32423,852980,granite,monzogranite,575234,1,73.45,0.21,13.24,0.64,0.21,0.91,0.02,5.6,2.75,0.04,granite
32424,852981,granite,monzogranite,556479,1,72.06,0.31,14.23,1.23,0.45,1.45,0.04,4.91,3.47,0.08,granite
32425,852983,monzogranite,monzogranite,527677,1,69.8,0.45,14.8,1.37,0.58,1.67,0.02,4.82,3.75,0.13,granite
32426,852984,granite,monzogranite,525667,1,69.63,0.46,14.26,1.33,0.63,1.61,0.03,5.07,2.98,0.11,granite
32427,852985,granite,monzogranite,525918,1,69.67,0.38,13.67,1.13,0.5,1.29,0.05,4.86,3.12,0.12,granite
32428,852986,granite,monzogranite,517507,1,68.94,0.72,13.66,1.11,0.77,2.3,0.05,4.72,2.63,0.2,granite
32429,852988,granite,monzogranite,612510,1,76.75,0.05,12.81,0.31,0.11,0.81,0.04,4.52,3.59,0.01,granite
32430,852989,granite,monzogranite,573628,1,73.31,0.16,14.37,0.36,0.25,1.2,0.02,4.52,3.89,0.05,granite
32431,852993,granite,monzogranite,565972,1,72.78,0.22,14.26,0.64,0.4,1.57,0.03,4.5,3.64,0.07,granite
32432,852996,granite,monzogranite,576660,1,73.56,0.14,13.44,0.52,0.28,1.04,0.03,4.73,3.65,0.05,granite
32433,853000,granite,monzogranite,568547,1,72.96,0.22,13.91,0.93,0.31,1.51,0.02,4.68,3.2,0.05,granite
32434,853003,granite,monzogranite,581810,1,73.94,0.13,13.91,0.59,0.19,0.98,0.01,4.66,3.67,0.04,granite
32435,853005,granite,monzogranite,547359,1,71.36,0.35,13.94,1.51,0.46,1.58,0.04,4.24,3.31,0.1,granite
32436,853055,granite,monzogranite,509665,1,68.26,0.87,13.0,1.57,0.94,2.92,0.09,3.74,2.86,0.29,granite
32437,853067,granite,monzogranite,556147,1,72.02,0.24,14.3,0.61,0.42,1.53,0.03,4.62,3.6,0.07,granite
32438,853079,granite,monzogranite,488094,1,66.31,0.8,13.99,2.01,1.08,3.08,0.07,4.46,2.81,0.34,granite
32439,853106,granite,monzogranite,463129,1,64.07,0.91,14.62,2.35,1.31,3.47,0.06,4.16,3.09,0.38,granite
32440,853137,granite,monzogranite,581996,1,73.96,0.2,13.76,0.57,0.42,1.74,0.02,3.77,3.68,0.05,granite
32441,853138,granite,monzogranite,557886,1,72.17,0.18,15.14,0.37,0.29,1.43,0.01,4.07,4.26,0.03,granite
32442,853145,granodiorite,monzogranite,486318,1,66.17,0.99,13.43,2.05,1.1,3.35,0.08,3.95,2.8,0.37,granite
32443,853148,granite,monzogranite,548500,1,71.44,0.25,14.84,0.97,0.37,1.42,0.02,4.46,3.89,0.08,granite
32444,853153,granite,monzogranite,549645,1,71.52,0.24,15.03,0.78,0.34,1.64,0.02,5.05,3.28,0.07,granite
32445,853154,granite,monzogranite,563982,1,72.61,0.2,14.07,0.91,0.36,1.1,0.02,4.82,3.4,0.07,granite
32447,853156,granite,monzogranite,563261,1,72.59,0.22,14.41,0.38,0.31,1.59,0.02,4.71,3.24,0.06,granite
32449,853158,granite,monzogranite,602298,1,75.67,0.06,13.15,0.13,0.13,1.17,0.01,5.08,3.08,0.01,granite
32450,853161,granite,monzogranite,555106,1,71.96,0.42,13.54,1.06,0.41,1.59,0.04,5.27,2.73,0.08,granite
32451,853163,granodiorite,monzogranite,436868,1,61.87,1.27,15.26,3.18,1.46,3.63,0.06,4.09,3.26,0.63,granite
32452,853166,granite,monzogranite,583877,1,74.1,0.19,12.87,1.41,0.15,0.82,0.02,5.66,2.55,0.03,granite
32453,853190,granite,monzogranite,603800,1,75.8,0.18,11.9,1.4,0.2,0.3,0.02,3.8,4.1,0.03,granite
32454,853205,dolerite,diorite,175474,1,49.2,0.59,15.4,1.5,8.3,11.1,0.21,0.06,2.22,0.1,diorite
32455,853229,monzogranite,monzogranite,577998,1,73.66,0.22,13.82,0.22,0.37,1.29,0.03,4.09,3.87,0.08,granite
32456,853230,granite,monzogranite,587172,1,74.37,0.14,13.51,0.61,0.25,0.87,0.04,4.75,3.78,0.03,granite
32457,853231,granite,monzogranite,604063,1,75.82,0.14,12.95,0.04,0.21,0.75,0.03,4.8,3.62,0.03,granite
32458,853233,granite,monzogranite,593115,1,74.84,0.13,13.57,0.73,0.23,0.77,0.02,4.93,3.73,0.04,granite
32459,853236,granite,monzogranite,540789,1,70.85,0.42,14.36,1.22,0.54,1.68,0.04,4.69,3.79,0.13,granite
32460,853238,granite,monzogranite,574099,1,73.37,0.2,13.8,0.76,0.32,1.14,0.02,4.95,3.75,0.05,granite
32461,853240,monzogranite,monzogranite,533452,1,70.27,0.11,15.95,0.45,0.22,1.72,0.01,5.0,4.28,0.04,granite
32463,853242,monzogranite,monzogranite,587047,1,74.35,0.14,13.43,0.58,0.29,1.3,0.02,4.28,3.79,0.05,granite
32464,853243,granite,monzogranite,581887,1,73.95,0.12,13.77,0.58,0.3,1.06,0.03,5.08,3.74,0.04,granite
32465,853244,monzogranite,monzogranite,563413,1,72.6,0.16,13.7,0.27,0.3,1.28,0.03,5.49,3.43,0.07,granite
32466,853245,granite,monzogranite,588277,1,74.44,0.24,13.46,0.33,0.34,1.06,0.02,4.24,3.68,0.06,granite
32467,853246,monzogranite,monzogranite,563184,1,72.58,0.18,14.29,1.03,0.4,1.59,0.01,4.53,3.78,0.07,granite
32468,853251,monzogranite,monzogranite,529558,1,69.98,0.36,15.08,0.82,0.57,2.08,0.02,4.09,4.07,0.11,granite
32469,853253,granite,monzogranite,586357,1,74.3,0.14,13.73,0.73,0.22,0.98,0.03,5.09,3.65,0.04,granite
32470,853258,granite,monzogranite,591812,1,74.73,0.12,13.42,0.63,0.23,0.97,0.03,5.03,3.89,0.03,granite
32471,853261,monzogranite,monzogranite,588258,1,74.44,0.17,13.6,0.93,0.3,1.28,0.03,4.05,4.03,0.06,granite
32472,853263,granite,monzogranite,574245,1,73.39,0.21,13.68,0.37,0.32,1.18,0.04,4.93,3.54,0.05,granite
32473,853270,granite,monzogranite,591262,1,74.7,0.11,13.54,0.71,0.23,0.89,0.02,4.6,3.82,0.03,granite
32474,853272,granite,monzogranite,589436,1,74.53,0.14,13.54,0.53,0.19,0.88,0.02,5.0,3.58,0.04,granite
32475,853274,granite,monzogranite,598923,1,75.34,0.09,13.29,0.01,0.13,0.66,0.02,4.98,3.75,0.02,granite
32477,853280,granite,monzogranite,584421,1,74.14,0.19,13.41,0.79,0.25,0.82,0.04,5.13,3.49,0.05,granite
32478,853281,granite,monzogranite,565828,1,72.76,0.26,14.32,0.6,0.38,1.4,0.02,4.23,4.06,0.09,granite
32479,853286,granite,monzogranite,608791,1,76.3,0.3,12.2,1.7,0.3,0.2,0.01,3.81,3.53,0.01,granite
32480,853293,granodiorite,monzogranite,522447,1,69.38,0.17,15.84,0.27,0.41,1.14,0.04,6.11,3.88,0.13,granite
32481,853295,monzogranite,monzogranite,556318,1,72.04,0.33,13.89,0.6,0.41,1.31,0.02,4.71,3.83,0.09,granite
32482,853297,granite,monzogranite,592563,1,74.8,0.16,13.4,0.79,0.29,1.02,0.02,5.16,3.23,0.06,granite
32483,853302,granite,monzogranite,573767,1,73.33,0.22,13.53,0.89,0.3,1.18,0.05,5.13,3.3,0.03,granite
32484,853304,granite,monzogranite,558066,1,72.19,0.27,14.08,0.75,0.35,1.37,0.02,5.01,3.6,0.07,granite
32485,853308,monzogranite,monzogranite,558924,1,72.23,0.29,14.2,0.62,0.41,1.36,0.02,4.55,4.04,0.08,granite
32486,853309,granite,monzogranite,587105,1,74.36,0.13,13.63,0.3,0.17,0.85,0.02,4.85,3.85,0.03,granite
32487,853312,granite,monzogranite,569981,1,73.06,0.25,13.95,0.83,0.48,1.76,0.02,4.0,3.81,0.08,granite
32488,853316,granite,monzogranite,594558,1,74.98,0.12,13.44,0.53,0.19,0.96,0.02,4.85,3.66,0.03,granite
32489,853320,monzogranite,monzogranite,556394,1,72.05,0.3,13.86,0.81,0.4,1.18,0.02,5.59,3.11,0.08,granite
32490,853321,granite,monzogranite,579310,1,73.76,0.13,14.08,0.57,0.23,0.96,0.02,4.21,4.42,0.04,granite
32491,853323,granite,monzogranite,597841,1,75.25,0.09,13.76,0.56,0.17,0.76,0.01,4.88,3.79,0.02,granite
32492,853334,granite,monzogranite,599131,1,75.37,0.07,13.33,0.49,0.15,0.7,0.01,4.67,4.06,0.03,granite
32493,853335,granite,monzogranite,581725,1,73.93,0.12,13.93,0.05,0.25,1.0,0.03,4.91,3.7,0.05,granite
32494,853336,granite,monzogranite,580500,1,73.84,0.15,13.82,0.42,0.34,0.34,0.02,5.41,3.75,0.05,granite
32495,853337,granite,monzogranite,554776,1,71.92,0.26,13.79,0.68,0.31,1.19,0.02,5.46,3.34,0.07,granite
32496,853339,granite,monzogranite,603223,1,75.75,0.09,13.45,0.5,0.06,0.75,0.01,4.71,3.88,0.02,granite
32497,853341,granite,monzogranite,594809,1,75.0,0.1,13.7,0.24,0.27,0.52,0.01,4.54,4.24,0.03,granite
32498,853342,granite,monzogranite,592257,1,74.79,0.1,13.67,0.21,0.26,0.53,0.02,4.63,4.11,0.03,granite
32499,853343,granite,monzogranite,527198,1,69.78,0.5,14.49,1.49,0.61,2.1,0.03,3.98,3.85,0.17,granite
32501,853347,granite,monzogranite,590755,1,74.64,0.11,13.96,0.1,0.25,1.29,0.01,3.8,4.01,0.03,granite
32502,853357,granite,monzogranite,585639,1,74.23,0.1,13.82,0.27,0.21,1.32,0.01,3.8,4.1,0.02,granite
32503,853358,granite,monzogranite,594497,1,74.97,0.12,13.64,0.01,0.41,0.3,0.02,4.64,4.02,0.05,granite
32504,853361,granite,monzogranite,579552,1,73.79,0.18,13.78,0.9,0.3,1.61,0.01,4.16,3.32,0.05,granite
32505,853362,granite,monzogranite,564177,1,72.63,0.29,14.09,0.71,0.36,1.36,0.02,4.92,3.72,0.07,granite
32506,853364,granite,monzogranite,595632,1,75.05,0.15,12.88,0.84,0.18,0.75,0.03,5.32,3.31,0.03,granite
32507,853365,granodiorite,monzogranite,501731,1,67.58,0.63,14.8,1.47,0.86,2.21,0.04,4.34,3.54,0.22,granite
32508,853366,granite,monzogranite,585523,1,74.21,0.24,13.37,0.74,0.44,1.51,0.03,3.69,3.73,0.07,granite
32509,853368,granite,monzogranite,571241,1,73.15,0.18,14.02,1.01,0.27,0.78,0.02,5.3,3.59,0.06,granite
32510,853371,granite,monzogranite,590686,1,74.63,0.11,13.28,0.43,0.19,0.89,0.03,4.99,3.65,0.03,granite
32511,853372,granite,monzogranite,574012,1,73.36,0.21,13.85,0.77,0.33,1.21,0.02,4.72,3.8,0.07,granite
32512,853374,granite,monzogranite,543387,1,71.05,0.36,14.29,0.74,0.47,1.51,0.01,4.15,4.17,0.11,granite
32513,853375,granite,monzogranite,579245,1,73.75,0.17,13.61,0.74,0.31,1.07,0.03,5.29,3.44,0.06,granite
32514,853376,granite,monzogranite,551232,1,71.66,0.48,14.27,1.14,0.45,1.35,0.04,4.05,4.33,0.15,granite
32515,853377,granite,monzogranite,598003,1,75.27,0.19,13.13,0.74,0.23,0.95,0.02,4.56,3.85,0.06,granite
32516,853378,granite,monzogranite,580456,1,73.83,0.27,13.42,0.91,0.34,1.11,0.03,4.51,3.95,0.09,granite
32517,853379,granite,monzogranite,592187,1,74.78,0.11,13.46,0.55,0.25,0.81,0.02,4.84,3.62,0.03,granite
32518,853384,granite,monzogranite,583341,1,74.06,0.17,14.02,0.69,0.33,1.26,0.03,4.44,3.81,0.06,granite
32519,853386,granite,monzogranite,548496,1,71.44,0.21,14.88,0.94,0.43,1.57,0.02,4.28,4.26,0.08,granite
32520,853388,granite,monzogranite,531011,1,70.07,0.24,15.9,1.01,0.49,1.78,0.02,4.53,4.33,0.09,granite
32521,853389,granite,monzogranite,557602,1,72.13,0.3,14.26,1.01,0.55,1.7,0.02,4.39,3.64,0.1,granite
32522,853390,granite,monzogranite,582221,1,73.99,0.22,13.86,0.67,0.29,0.92,0.03,5.04,3.53,0.05,granite
32523,853391,granite,monzogranite,603315,1,75.76,0.17,13.0,0.69,0.22,0.86,0.02,4.61,3.61,0.04,granite
32524,853394,granite,monzogranite,579326,1,73.76,0.21,13.78,0.15,0.31,1.12,0.02,4.86,3.61,0.05,granite
32525,853401,gneiss,monzogranite,588032,1,74.41,0.16,13.23,0.38,0.25,1.09,0.02,5.57,3.08,0.04,granite
32526,853402,granite,monzogranite,590618,1,74.62,0.13,13.67,0.11,0.23,1.04,0.03,4.7,3.76,0.04,granite
32527,853407,granite,monzogranite,585745,1,74.24,0.16,13.48,0.59,0.29,1.18,0.02,4.75,3.64,0.04,granite
32528,853412,granite,monzogranite,568637,1,72.97,0.27,14.15,0.89,0.44,1.51,0.03,4.39,3.69,0.08,granite
32529,853414,granite,monzogranite,581219,1,73.9,0.18,13.82,0.53,0.33,1.24,0.03,4.62,3.6,0.07,granite
32530,853415,granite,monzogranite,561485,1,72.42,0.28,14.19,0.78,0.5,1.66,0.03,4.34,3.63,0.09,granite
32531,853416,granite,monzogranite,597846,1,75.25,0.11,13.42,0.48,0.27,0.93,0.03,4.52,3.73,0.03,granite
32532,853417,granite,monzogranite,589868,1,74.59,0.1,13.81,0.33,0.17,1.13,0.01,5.1,3.1,0.02,granite
32533,853421,granite,monzogranite,582105,1,73.98,0.13,13.69,0.52,0.31,0.95,0.03,4.91,3.62,0.05,granite
32534,853425,gneiss,monzogranite,587043,1,74.35,0.12,13.76,0.73,0.25,1.44,0.02,3.91,3.93,0.04,granite
32535,853426,monzogranite,monzogranite,567434,1,72.89,0.35,13.95,0.84,0.46,1.44,0.03,4.36,3.86,0.1,granite
32536,853427,gneiss,monzogranite,587336,1,74.39,0.24,13.17,1.02,0.31,1.41,0.03,3.78,3.63,0.05,granite
32537,853428,monzogranite,monzogranite,574514,1,73.4,0.18,13.53,0.29,0.28,1.0,0.02,5.23,3.38,0.06,granite
32538,853429,gneiss,monzogranite,564450,1,72.66,0.31,14.05,1.33,0.48,1.73,0.03,3.93,3.91,0.09,granite
32539,853432,granite,monzogranite,547429,1,71.37,0.36,13.82,1.32,0.47,1.33,0.02,5.77,2.76,0.08,granite
32540,853442,granite,monzogranite,591979,1,74.75,0.25,13.07,0.32,0.54,1.63,0.03,3.66,3.49,0.05,granite
32541,853444,monzogranite,monzogranite,601952,1,75.61,0.19,12.34,0.66,0.27,0.86,0.02,4.37,3.35,0.06,granite
32542,853446,gneiss,monzogranite,601932,1,75.61,0.09,13.46,0.01,0.18,0.93,0.02,4.26,4.05,0.02,granite
32543,853449,monzogranite,monzogranite,536805,1,70.52,0.3,15.12,0.79,0.42,1.52,0.02,4.45,4.23,0.09,granite
32544,853450,gneiss,monzogranite,601228,1,75.56,0.09,13.18,0.74,0.2,1.06,0.01,4.85,3.39,0.03,granite
32545,853453,gneiss,monzogranite,592029,1,74.76,0.06,13.74,0.33,0.07,1.34,0.01,4.66,3.66,0.02,granite
32546,853455,quartz monzonite,monzogranite,584825,1,74.19,0.16,13.95,0.15,0.55,0.12,0.01,4.53,4.47,0.05,granite
32547,853456,granite,monzogranite,587173,1,74.37,0.14,13.76,0.87,0.22,1.33,0.02,4.8,3.48,0.04,granite
32548,853459,granite,monzogranite,585907,1,74.26,0.16,13.58,0.44,0.25,1.11,0.02,4.74,3.84,0.04,granite
32549,853463,granite,monzogranite,516156,1,68.82,0.41,15.11,1.17,0.62,2.25,0.06,4.16,3.99,0.21,granite
32550,853470,granite,monzogranite,567398,1,72.89,0.19,14.12,0.79,0.36,1.51,0.02,4.38,3.92,0.05,granite
32551,853472,monzogranite,monzogranite,540652,1,70.83,0.41,14.18,0.95,0.54,1.58,0.03,4.92,3.41,0.11,granite
32552,853474,monzogranite,monzogranite,572389,1,73.22,0.23,14.07,0.82,0.36,1.38,0.04,4.61,3.9,0.06,granite
32553,853475,monzogranite,monzogranite,580588,1,73.85,0.17,13.55,0.5,0.24,0.91,0.03,5.15,3.67,0.03,granite
32554,853476,granite,monzogranite,540533,1,70.82,0.25,14.47,0.74,0.48,1.46,0.04,5.09,3.75,0.09,granite
32555,853477,monzogranite,monzogranite,542159,1,70.97,0.38,14.2,0.92,0.5,1.48,0.04,4.95,3.61,0.11,granite
32556,853478,monzogranite,monzogranite,548728,1,71.47,0.26,14.05,0.87,0.4,1.5,0.03,5.17,3.39,0.07,granite
32557,853479,granodiorite,monzogranite,538267,1,70.65,0.28,14.28,0.63,0.53,1.44,0.05,4.86,3.77,0.08,granite
32558,853480,monzogranite,monzogranite,558869,1,72.22,0.3,13.86,0.76,0.4,1.37,0.03,5.03,3.45,0.09,granite
32559,853484,monzogranite,monzogranite,573630,1,73.31,0.17,14.12,0.06,0.29,1.21,0.02,4.21,4.23,0.05,granite
32560,853485,monzogranite,monzogranite,573144,1,73.3,0.16,13.83,0.63,0.34,1.29,0.02,4.83,3.69,0.06,granite
32561,853488,granodiorite,monzogranite,547033,1,71.32,0.37,13.84,1.09,0.71,2.02,0.05,3.96,3.68,0.14,granite
32562,853493,granite,monzogranite,577930,1,73.65,0.23,13.44,0.86,0.43,1.35,0.03,4.45,3.61,0.06,granite
32563,853496,granite,monzogranite,575443,1,73.48,0.17,13.91,0.62,0.21,1.06,0.01,5.11,3.27,0.04,granite
32564,853497,granite,monzogranite,508076,1,68.1,0.68,14.81,1.51,0.93,2.19,0.04,4.05,3.69,0.21,granite
32565,853509,granite,monzogranite,559299,1,72.28,0.32,13.72,0.89,0.43,1.36,0.02,4.96,2.84,0.08,granite
32566,853513,granite,monzogranite,592259,1,74.79,0.12,13.02,1.18,0.14,1.17,0.01,5.34,2.63,0.03,granite
32567,853514,granite,monzogranite,560092,1,72.32,0.28,13.96,0.69,0.48,1.39,0.02,5.0,3.05,0.09,granite
32568,853518,granite,monzogranite,583383,1,74.07,0.14,13.86,0.27,0.28,1.49,0.03,4.55,3.63,0.04,granite
32569,853520,granite,monzogranite,593122,1,74.84,0.15,13.65,0.6,0.23,0.32,0.09,4.61,2.96,0.03,granite
32570,853521,granite,monzogranite,536743,1,70.51,0.42,14.35,0.92,0.58,1.99,0.04,4.41,3.34,0.13,granite
32571,853522,granite,monzogranite,586111,1,74.29,0.14,13.89,0.09,0.27,1.54,0.02,3.8,3.99,0.03,granite
32572,853523,granite,monzogranite,565898,1,72.77,0.23,13.83,0.66,0.4,1.41,0.03,4.71,3.41,0.07,granite
32573,853524,granite,monzogranite,581979,1,73.96,0.12,13.87,0.45,0.23,1.27,0.01,4.93,3.24,0.03,granite
32574,853525,granite,monzogranite,573769,1,73.33,0.22,14.12,0.39,0.46,1.75,0.03,3.97,3.81,0.06,granite
